"id","sortCategory","text","name","image","slug"
"138","5","Behold, a grand Army of the Light! Dealing out justice 30 cards at a time. Acquired from winning five games in Ranked Play, July 2018 or when available in the shop.","Lightforged","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c4919628d1e684e48adc62164f1b36fa108262b3fe0c18b346002ed3fc7901a.png","138-lightforged"
"139","5","When life gives you lemons, make delicious card backs! Acquired from winning five games in Ranked Play, August 2018.","Lemonade","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31c642ca4ded90fbe01aec739e19fb0c0b815610be721ddaf1ae72e1d5a45b46.png","139-lemonade"
"142","10","THANK YOU FOR MAKING MY CARD BACK, TRIFLING HUMANS! Acquired from the Boomsday Project pre-purchase bundle.","Mecha-Jaraxxus","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed769ff1a31ac43047932830e091d10c225b7e23c4ca8038a05f654ac165cdda.png","142-mecha-jaraxxus"
"143","3","Show your opponent that you’re a mad genius! Or maybe a happy one, depending on the mulligan. Acquired from completing all of Dr. Boom’s puzzles.","Boomsday!","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a32cbde59d667f539d138502af9054a022200e969e59684d8428311709fa602b.png","143-boomsday"
"144","5","Is this a tribute to the notorious rogue Edwin VanCleef? Nobody knows. Because it wears a mask. Acquired from winning five games in Ranked Play, October 2018.","VanCardback","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/822590be246a761a50f768a4167d4ab2a454ef103b6f288fe3d4e8d43002b24e.png","144-vancardback"
"145","5","Time to experiment! Will you make bombs? Or will you make... MORE bombs? Acquired from winning five games in Ranked Play, September 2018.","Dr. Boom's Lab","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92b8041f3df9b758aae39e91ca18ea3dc23bd4bd4d77342bbbf36f5e667191c8.png","145-dr-booms-lab"
"147","5","Night elves use Moonwells to replenish their magical energies. They’re also used in a popular orc prank involving dish soap. Acquired from winning five games in Ranked Play, November 2018.","Moonwell","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9d339d6d9ccd91c5e91d5f9c21c373817b4bc88296ff6b74678cc7fbe8cc26f.png","147-moonwell"
"148","11","The stars have aligned into a monumental year for Hearthstone! Acquired by participating in Blizzard events during 2018.","Blizzard Events 2018","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4be5195c34c07b6a57095e45dfd3856b160802ffa6051df0384b186b32bf2e7e.png","148-blizzard-events-2018"
"149","5","The Frostwolf orc clan trains frost wolves as loyal companions. What a crazy coincidence! Acquired from winning five games in Ranked Play, December 2018.","Frostwolf","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7edbc4725f6fa7303131c4dfe62025b3cf4f101e704153209380a596e31c19cf.png","149-frostwolf"
"150","8","‘Twas the third time Azeroth was engulfed in the chaos of war, and by now they were exceedingly good at it. Acquired from the Warcraft III: Reforged promotion.","The Third War","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a980a15d888a05cbff8851855ec9802ccf100de43d062b24938eb07889fc4f71.png","150-the-third-war"
"151","10","<i>In Stranglethorn did Rastakhan A stately card back, gold, decree: Where trolls and sacred loa ran In pits so loud and choked with fans who cheered them on with glee.</i> Acquired from the Rastakhan’s Rumble pre-purchase bundle.","Ready to Rumble!","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98e8b5d0c9605743748bda321acf9c0a8ad2f1b6240e7103bb934fa1f44f0264.png","151-ready-to-rumble"
"152","9","We get by with a little help from our friends. In chat. By posting funny emotes. Acquired from a special promotion.","Good Cheer","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/686458e04f3196fb44c1140a03a669b9f11e70b2fa4d5e445576cff67670ba50.png","152-good-cheer"
"153","3","Your ranked opponents will shudder in fear knowing that they face... <i>a champion.</i> Acquired by successfully completing a Rumble Run.","Rumble Runner","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5c976cfa8b4980e66ca69cb69da64118fa42afd442eb0a9dc70e06a2ef6f5db.png","153-rumble-runner"
"154","5","Impress your friends with Hearthstone’s coolest card back. Acquired from winning five games in Ranked Play, January 2019.","Chillin’","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84470521012d1110eb335f11be334aae6fd4823d3d6750566cdb7a567878c82f.png","154-chillin"
"155","5","For when you want to build a deck with extra cheese. Acquired from winning five games in Ranked Play, February 2019.","Pizza Stone","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0134ffd77c84ab4d16a7274ac02e6b5b6f211b252fa71014f398cafccf1385a.png","155-pizza-stone"
"156","13","Every deck should have 30 cards *crunch crunch crunch* but 29 is fine. Acquired from Winter Veil 2018","Winter Veil Treat","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d354c0a25c15e385863b21a4b8e3dda72f01d4c208726fd4d23a970987c47c2.png","156-winter-veil-treat"
"157","13","Look out! This card back's gone viral! Acquired by encountering another player with the Mark of Hakkar card back in any play mode.","Mark of Hakkar","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d9ec2597966a02bd9daea5baf71e1601d87f7af6f84b8ca0ab47518287d5676.png","157-mark-of-hakkar"
"158","1","The Innkeeper offers to shuffle your cardbacks randomly for you. Use this cardback if you would like to have a random cardback you own assigned whenever you play!","Random","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d835067892840acd343eac4626e339e6555d38c71aee7ee6ee77a5ce588fd438.png","158-random"
"159","9","It's even brighter than Malto's glorious beard. Acquired by logging in on an iOS device.","Pristine Scenes","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdd722d9688e472914358c55a80a6886531bef46f5fb43ca5e194b6e4f9d2fda.png","159-pristine-scenes"
"160","9","It isn't always easy being green, but it's definitely awesome! Acquired by logging in on an Android device.","Legion Schemes","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6850da2ebcac895fdf1ee5e1bc87a5273ce45bec6f014d12c21f50264b74754c.png","160-legion-schemes"
"161","9","Some machines are reportedly capable of transporting heroes into Harth's tavern, but it’s just a rumor. Acquired by logging in on a PC.","Machine Dreams","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43eb28f804dab80e2d86c6158b7b02fe26af757ac5f165a42511d86fe3c396ea.png","161-machine-dreams"
"162","5","A seaworthy card back that can anchor even the naughtiest of nautical decks. Acquired from winning five games in Ranked Play, March 2019.","Kul Tiras","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddf31a993ff52f0467f2a18e3709cfe48aa2a4b0822d3bbf52e60d7af52f0394.png","162-kul-tiras"
"163","5","This card back will wilt your enemy's crops, ruin their skin, and eat the last piece of their favorite candy. It's just that evil. Acquired from winning five games in Ranked Play, April 2019.","Card of Shadows","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/121ad02ec9d8820eb7fe4cce4e50bcd6aa917390cf891e4c543362dd90022987.png","163-card-of-shadows"
"164","10","It has an important message, but it's a riddle shrouded in a song. Acquired from pre-ordering the Rise of Shadows bundle.","Jewel of Lazul","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e164d31126ebbd41601ae788a55cc2dc167d65013891c5556a400cc5e110d64.png","164-jewel-of-lazul"
"165","5","Celebrate the fleeting beauty of spring with this eternally pretty card back. Acquired by winning 5 games in ranked mode, May 2019 or when available in the shop.","Awesome Blossom","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c64606c23538747819168e9dd6003e0fc9e4c602707bf11af854cc587db64877.png","165-awesome-blossom"
"166","10","The hardest part of stealing thunder is getting away with it quietly. Acquired from participating in an authorized promotion or when available in the shop.","Stolen Thunder","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5948ecfbd9aee3b3cbe7895aeebdb6ec115fc24d914c715769b381f2ea65e396.png","166-stolen-thunder"
"167","5","Something about this card is not quite right... Acquired by winning 5 games in ranked mode, June 2019.","Suramar","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0de8000757932480b8e74569cbc8cd9c864b7bf4bc735c2176e1d5cc72644ee8.png","167-suramar"
"168","3","It's official—your mischief is greater than any magic in the city of Dalaran! Acquired by successfully completing The Dalaran Heist.","Prize of Shadows","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f28dcea7dd6b3391ae426e0eda52435b39d38442c7c5de890ba427399e5af3d5.png","168-prize-of-shadows"
"169","3","Seriously though, you shouldn't always do what E.V.I.L. villains tell you to. Acquired from completing The Dalaran Heist in Heroic mode.","Got Away with It!","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbea8082c37ffe1ca1ce9bc9e89097c23020233eb9fe073b748f7792c1aaa10d.png","169-got-away-with-it"
"172","5","Long ago, this card back took up its sacred duty to keep negative emotions from overrunning your board. Though mysterious, it is highly effective. Acquired by winning 5 games in ranked mode, July 2019.","Shado-Pan","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c6a80e4f5b10c1f28b73ee724d152e816caec7407b4bc90d1fc633e6175e52e.png","172-shado-pan"
"173","10","There once was a League of Explorers Who championed history and order. Without any delay, They could save every day And vanquish all greedy loot hoarders. Acquired from pre-purchasing Tombs of Terror.","League of Explorers","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebadf7b869218f52a8061b007c2c16a22fe5d718754f4b804ba92a1bf2a6f841.png","173-league-of-explorers"
"174","10","These pages detail her extraordinary adventures, artifact research, and pince-nez cleaning tips. Acquired from pre-purchasing the Saviors of Uldum bundle.","Elise’s Journal","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7c494e4a45d32467e54543cf3c657e375e976f366e7bd54236a638e458d65fb.png","174-elises-journal"
"175","5","Vol'dun's a little dry and sandy, but it sure has good bones. Acquired by winning 5 games in ranked mode, September 2019.","Sea of Dunes","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d7b8ed692f03b38fdeb93e5447b6d1de59e7311814c87cf2eb6095d6dff2ef5.png","175-sea-of-dunes"
"176","5","Was it really a raven? Or was Medivh meddling with everything in disguise all year long?! Acquired by winning 5 games in ranked mode, August 2019.","Year of the Raven","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a8314c963ecb4bcd71295b952348ed068bca5099e6888c3ec600c2f098ed094.png","176-year-of-the-raven"
"177","5","Come for the questionable carnival games, stay for the deep fried candybars! Acquired by winning 5 games in ranked mode, October 2019.","Darkmoon Faire","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab95618779e5bb7b56e290c5ab278c855991fb618c492654586e1d1f0518fd76.png","177-darkmoon-faire"
"178","3","Thanks to the League of Explorers, the titans' creations will go on and on... Acquired by successfully completing Tombs of Terror.","Titanic Tasks","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9da0aa6b46b91b4c9984fb0d80a123ad36522054bdacf932490bd1bc05dffb59.png","178-titanic-tasks"
"179","3","You came, you saw, you almost went bonkers! Acquired from completing Tombs of Terror in Heroic mode.","Tomb Invader","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f9cc1bea8b735ec9ab8618786d98cbe0679c78ad98c2f21c8f2fc8963e50cfc.png","179-tomb-invader"
"180","11","Listen to the noise coming from that party! Wait, no… that's a battleground! Acquired by participating in Blizzard events during 2019.","Blizzard Events 2019","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/197dc117f720706c12139f1ff036d688fe12add2167e45803187b243c707759c.png","180-blizzard-events-2019"
"181","10","This card back accidentally stood in the fire, but it still looks cool! Acquired from pre-purchasing the Descent of Dragons bundle.","The Shattering","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c889029ab4acc0b3760d0c370cbd412d70df3ae9a7ef5b887bdfacde908ccf2.png","181-the-shattering"
"185","5","A sugary card back to honor the dead. Because they outnumber us. Acquired by winning 5 games in ranked mode, November 2019.","Cake of the Dead","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b6959ea9f0bd6d13592fb01697756e1ad3f5a67b9b63e57b1e52f939896edcc.png","185-cake-of-the-dead"
"186","5","Somewhere through the Dark Portal, demons fly, and the fel power you dream of crackles through the sky! Acquired by winning 5 games in ranked mode, December 2019.","Hellfire Peninsula","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c88c9f77f9260e88254a05160cf665b9244416cf5e4073d771682a22d6067f09.png","186-hellfire-peninsula"
"188","4","Unlike the Ancient of War, she prefers the quiet of a friendly card game. Acquired from purchasing the Hero Dame Hazelbark.","Dame Hazelbark","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33a8a08cbc53b508791db66d604e7dca903a81a058f622eb35f2fb1ef3d237a0.png","188-dame-hazelbark"
"189","3","We all knew that the forces of good would win because they have better hats. Acquired from completing the explorers' book in Galakrond's Awakening Heroic mode.","Book of Explorers","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab5d7837627058d0ff2ff635b29fbc5e4f94bc35fe466e93eb9742a924688ca8.png","189-book-of-explorers"
"190","3","It's dangerous and immoral, but an incredibly engrossing read! Acquired from completing the E.V.I.L. book in Galakrond's Awakening Heroic mode.","Book of E.V.I.L.","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ed673b20e931c17ab4d5079fb61eefa78eb47218ade2175389a094d3a66fc46.png","190-book-of-evil"
"191","4","The melody of a high elf lamentation plays, as though invoking a distant memory. Acquired by purchasing the Hero Sylvanas Windrunner.","Banshee Queen","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1be0b6e403b101a4a89c2e3ad1fb93bac6ce4c310a053bae7c875b1fc69ef863.png","191-banshee-queen"
"193","5","If you lift this shell to your ear, you'll hear the sounds of your games from this month… Don't hold it too close. Acquired by winning 5 games in ranked mode, January 2020.","Shoring Up","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c03814e1b7a9bcbd8a27ef5ef0f7b728a03cfaff2eaa897b8fa7dcbb917644f9.png","193-shoring-up"
"194","5","Don't worry! This card back will remain lush and lovely even if you forget to water it. Acquired by winning 5 games in ranked mode, February 2020.","Desert Bloom","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9a0d8b0f65012ce975ce16f4fb8ad60c95ce140872a79d952a4cafd912dea12.png","194-desert-bloom"
"195","9","The good were never better, the bad were never worse, the dragon was awoken, and then that was reversed! Acquired from participating in a special promotion.","Year of the Dragon","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/026eba4b699b71f5cb7496eda15c8e1c2a48baf666216495a3d6c4672609f9b8.png","195-year-of-the-dragon"
"196","4","You're expecting a bad joke here, but it's not in the cards! Acquired by purchasing the Hero Khadgar.","Wondrous Wisdomcard","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0eb18b386ec430a6fca5375a08643553c56d1468690993b5f105e5547ca317f8.png","196-wondrous-wisdomcard"
"197","5","Fish out of water can be awkward… or decorative! Acquired by winning 5 games in ranked mode, March 2020.","Playing Koi","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36cdc58d24f7dae8def154cf4d7b0d5ccc505270fc6fc213f7e8933b342710da.png","197-playing-koi"
"198","5","It’s a shy guy but a fungi. Acquired by winning 5 games in ranked mode, April 2020.","Blushroom","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c75ca6400a02b0d452ec9f06984ebc6d61944b735ebf3ebc977e8fd984413a3.png","198-blushroom"
"200","10","We have artfully arranged the remnants from Lady Vashj's last haircut for your viewing pleasure. Acquired by pre-purchasing Ashes of Outland.","Serpentine","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/09fedbf9ab6e9dbb99e1eb45e659adcaa5c3a22f08d3a0c593d6ea059686914f.png","200-serpentine"
"201","5","Should you find yourself in the Underrot, you may feel a bit overwrought. Acquired by winning 5 games in ranked mode, May 2020.","Swamp Light","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57bdeb1b810dd6f50584861a0bd32bd87f2c38ff8f9ea315a8cf078889402491.png","201-swamp-light"
"202","5","Hey, who set the Emerald Dream to dark mode?! Acquired by winning 5 games in ranked mode, June 2020.","Mystic Forest","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf53c86a78c9c01f090a017b0d05944b21af13a12308c25c3f1ae328d0124ed4.png","202-mystic-forest"
"203","3","It crackles with fel energy and the mechanical whir of forbidden upgrades. Acquired by successfully completing Trial by Felfire in Story mode.","Rusted Legion","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b987e0fbc404c704dbb936cb77701990131d72ed2cff0d49cada818d033130b.png","203-rusted-legion"
"204","5","It is the yeast you could do. Acquired by winning 5 games in ranked mode, July 2020.","Rise Up!","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4d1705879c38db7b8108a50a19ef9f1b54a5f429617fbb9149f4570ef0622cb9.png","204-rise-up"
"205","4","If you want to take the demon by the horns, you'll have to get your own in the process. Obtained by purchasing the Aranna Starseeker bundle.","Aranna","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aac2bcf791a720251cadac82ca53eef37feea7888a95c2d4defe03e358b153ea.png","205-aranna"
"207","5","Congratulations on your acceptance to the academy! We look forward to transforming you into the magical person you're meant to be. Acquired by winning 5 games in ranked mode, August 2020.","Scholomance","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58029fbd4a683b4ffc1c2436467f2f07fd2eac73d2ea41fd883d78c8cfe153db.png","207-scholomance"
"208","4","He is many different things to different people. To the Kirin Tor—a betrayer, to the Lich King—a faithful servant, and to dogs—a great chew toy. Acquired by pre-purchasing Scholomance Academy.","Kel'Thuzad","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc69c7d941034d205100dcde221fff102c0ee4215568b252e4e04e048acf7843.png","208-kelthuzad"
"209","5","Once upon a time, heroes gathered to witness the creation of something special! Created live on stream, May 2020. Acquired by winning 5 games in ranked mode, September 2020.","Faerie Tail","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20dad16311a8cc29c60defb6bb9d49f133cdfb813dababcb8a9494bd97b38ae9.png","209-faerie-tail"
"210","5","True story: Jin'rokh rocked this card back while breaking circuits, faces, and the meta. Acquired by winning 5 games in ranked mode, October 2020.","The Breaker","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa0023858e452e86de3738b9453cadb60895eeebac98b260db0f67b53ca1ff4e.png","210-the-breaker"
"211","5","This card back makes the most satisfying crunching sound if you step on it. Acquired by winning 5 games in ranked mode, November 2020.","Autumn Leaf","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2720016c3ccc82ec91a201fa48d1ae71d91773c08b67e7769b0924ef8bf40f45.png","211-autumn-leaf"
"212","5","Bad behavior will not be tolerated! Unless it's extremely amusing. Acquired by winning 5 games in ranked mode, December 2020.","Valorous Virtue","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4bf859dca324300256397972248dad20e5d7a4d341b85168afffb9ee466c852e.png","212-valorous-virtue"
"215","4","You're beginning to dream of a glorious destiny! Spoilers: It involves calamari. Acquired by pre-purchasing Madness at the Darkmoon Faire.","N'Zoth","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a77425839c40c90c52358e62916c4c622bf4c2ab7eeb7d12d2609a0f69d18e23.png","215-nzoth"
"222","11","Turns out things can stay frosty for a seriously long time. Acquired from the shop during the anniversary event.","30 Years of Blizzard","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c19a7bb28122b0726bc5ca6f4467eee56e5ac93bbe1051276a1cc7e084b74b7f.png","222-30-years-of-blizzard"
"223","4","Don't call him ""Ham"" unless you want him to have a beef with you. Acquired by pre-purchasing Forged in the Barrens.","Hamuul","https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16badc4da85083479cdaa9a0b4c2604d1590a09bfd45c894cb54827d8234598a.png","223-hamuul"
